Departamento,Municipio,Areas,"Total, Cabecera, Centro poblado, Rural disperso y tipos de vivienda",Total,"Mármol, parqué, madera pulida o lacada","Baldosa, vinilo, tableta, ladrillo, laminado",Alfombra,"Cemento, gravilla","Madera burda, tabla, tablón, otro vegetal","Tierra, arena, barro"
15_Boyacá,531_Pauna,Cabecera,Apartamento,115.0,0.0,66.0,0.0,46.0,3.0,0.0
15_Boyacá,531_Pauna,Cabecera,Tipo cuarto,18.0,0.0,10.0,0.0,4.0,3.0,1.0
15_Boyacá,531_Pauna,Rural disperso,Total,1713.0,9.0,89.0,1.0,482.0,784.0,348.0
15_Boyacá,531_Pauna,Rural disperso,Casa,1707.0,9.0,86.0,1.0,482.0,783.0,346.0
15_Boyacá,531_Pauna,Rural disperso,Apartamento,3.0,0.0,3.0,0.0,0.0,0.0,0.0
15_Boyacá,531_Pauna,Rural disperso,Tipo cuarto,3.0,0.0,0.0,0.0,0.0,1.0,2.0
15_Boyacá,533_Paya,Total municipal,Total,583.0,0.0,39.0,0.0,146.0,10.0,388.0
15_Boyacá,533_Paya,Total municipal,Casa,573.0,0.0,35.0,0.0,141.0,10.0,387.0
15_Boyacá,533_Paya,Total municipal,Apartamento,1.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,533_Paya,Total municipal,Tipo cuarto,8.0,0.0,3.0,0.0,4.0,0.0,1.0
15_Boyacá,533_Paya,Total municipal,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,1.0,0.0,0.0
15_Boyacá,533_Paya,Cabecera,Total,121.0,0.0,36.0,0.0,72.0,0.0,13.0
15_Boyacá,533_Paya,Cabecera,Casa,114.0,0.0,32.0,0.0,69.0,0.0,13.0
15_Boyacá,533_Paya,Cabecera,Apartamento,1.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,533_Paya,Cabecera,Tipo cuarto,6.0,0.0,3.0,0.0,3.0,0.0,0.0
15_Boyacá,533_Paya,Centro poblado,Total,27.0,0.0,1.0,0.0,17.0,0.0,9.0
15_Boyacá,533_Paya,Centro poblado,Casa,26.0,0.0,1.0,0.0,17.0,0.0,8.0
15_Boyacá,533_Paya,Centro poblado,Tipo cuarto,1.0,0.0,0.0,0.0,0.0,0.0,1.0
15_Boyacá,533_Paya,Rural disperso,Total,435.0,0.0,2.0,0.0,57.0,10.0,366.0
15_Boyacá,533_Paya,Rural disperso,Casa,433.0,0.0,2.0,0.0,55.0,10.0,366.0
15_Boyacá,533_Paya,Rural disperso,Tipo cuarto,1.0,0.0,0.0,0.0,1.0,0.0,0.0
15_Boyacá,533_Paya,Rural disperso,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,1.0,0.0,0.0
15_Boyacá,537_Paz De Río,Total municipal,Total,1391.0,6.0,694.0,0.0,562.0,16.0,113.0
15_Boyacá,537_Paz De Río,Total municipal,Casa,1154.0,5.0,500.0,0.0,527.0,11.0,111.0
15_Boyacá,537_Paz De Río,Total municipal,Apartamento,221.0,1.0,184.0,0.0,31.0,5.0,0.0
15_Boyacá,537_Paz De Río,Total municipal,Tipo cuarto,15.0,0.0,9.0,0.0,4.0,0.0,2.0
15_Boyacá,537_Paz De Río,Total municipal,Otro tipo de vivienda (1),1.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,537_Paz De Río,Cabecera,Total,854.0,5.0,627.0,0.0,203.0,15.0,4.0
15_Boyacá,537_Paz De Río,Cabecera,Casa,619.0,4.0,434.0,0.0,168.0,10.0,3.0
15_Boyacá,537_Paz De Río,Cabecera,Apartamento,220.0,1.0,183.0,0.0,31.0,5.0,0.0
15_Boyacá,537_Paz De Río,Cabecera,Tipo cuarto,14.0,0.0,9.0,0.0,4.0,0.0,1.0
15_Boyacá,537_Paz De Río,Cabecera,Otro tipo de vivienda (1),1.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,537_Paz De Río,Centro poblado,Total,6.0,0.0,2.0,0.0,4.0,0.0,0.0
15_Boyacá,537_Paz De Río,Centro poblado,Casa,6.0,0.0,2.0,0.0,4.0,0.0,0.0
15_Boyacá,537_Paz De Río,Rural disperso,Total,531.0,1.0,65.0,0.0,355.0,1.0,109.0
15_Boyacá,537_Paz De Río,Rural disperso,Casa,529.0,1.0,64.0,0.0,355.0,1.0,108.0
15_Boyacá,537_Paz De Río,Rural disperso,Apartamento,1.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,537_Paz De Río,Rural disperso,Tipo cuarto,1.0,0.0,0.0,0.0,0.0,0.0,1.0
15_Boyacá,542_Pesca,Total municipal,Total,2061.0,18.0,670.0,1.0,947.0,32.0,393.0
15_Boyacá,542_Pesca,Total municipal,Casa,1971.0,17.0,613.0,1.0,921.0,31.0,388.0
15_Boyacá,542_Pesca,Total municipal,Apartamento,43.0,1.0,32.0,0.0,7.0,0.0,3.0
15_Boyacá,542_Pesca,Total municipal,Tipo cuarto,47.0,0.0,25.0,0.0,19.0,1.0,2.0
15_Boyacá,542_Pesca,Cabecera,Total,711.0,11.0,449.0,1.0,224.0,17.0,9.0
15_Boyacá,542_Pesca,Cabecera,Casa,632.0,10.0,393.0,1.0,203.0,16.0,9.0
15_Boyacá,542_Pesca,Cabecera,Apartamento,38.0,1.0,31.0,0.0,6.0,0.0,0.0
15_Boyacá,542_Pesca,Cabecera,Tipo cuarto,41.0,0.0,25.0,0.0,15.0,1.0,0.0
15_Boyacá,542_Pesca,Rural disperso,Total,1350.0,7.0,221.0,0.0,723.0,15.0,384.0
15_Boyacá,542_Pesca,Rural disperso,Casa,1339.0,7.0,220.0,0.0,718.0,15.0,379.0
15_Boyacá,542_Pesca,Rural disperso,Apartamento,5.0,0.0,1.0,0.0,1.0,0.0,3.0
15_Boyacá,542_Pesca,Rural disperso,Tipo cuarto,6.0,0.0,0.0,0.0,4.0,0.0,2.0
15_Boyacá,550_Pisba,Total municipal,Total,498.0,1.0,37.0,0.0,247.0,8.0,205.0
15_Boyacá,550_Pisba,Total municipal,Casa,468.0,1.0,28.0,0.0,236.0,7.0,196.0
15_Boyacá,550_Pisba,Total municipal,Apartamento,1.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,550_Pisba,Total municipal,Tipo cuarto,26.0,0.0,8.0,0.0,11.0,1.0,6.0
15_Boyacá,550_Pisba,Total municipal,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,1.0
15_Boyacá,550_Pisba,Total municipal,Otro tipo de vivienda (1),2.0,0.0,0.0,0.0,0.0,0.0,2.0
15_Boyacá,550_Pisba,Cabecera,Total,165.0,1.0,34.0,0.0,105.0,2.0,23.0
15_Boyacá,550_Pisba,Cabecera,Casa,143.0,1.0,27.0,0.0,96.0,1.0,18.0
15_Boyacá,550_Pisba,Cabecera,Apartamento,1.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,550_Pisba,Cabecera,Tipo cuarto,20.0,0.0,6.0,0.0,9.0,1.0,4.0
15_Boyacá,550_Pisba,Cabecera,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0
15_Boyacá,550_Pisba,Rural disperso,Total,333.0,0.0,3.0,0.0,142.0,6.0,182.0
15_Boyacá,550_Pisba,Rural disperso,Casa,325.0,0.0,1.0,0.0,140.0,6.0,178.0
15_Boyacá,550_Pisba,Rural disperso,Tipo cuarto,6.0,0.0,2.0,0.0,2.0,0.0,2.0
15_Boyacá,550_Pisba,Rural disperso,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,1.0
15_Boyacá,550_Pisba,Rural disperso,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0
15_Boyacá,572_Puerto Boyacá,Total municipal,Total,14755.0,78.0,6160.0,7.0,7599.0,188.0,723.0
15_Boyacá,572_Puerto Boyacá,Total municipal,Casa,11091.0,56.0,4406.0,5.0,5880.0,161.0,583.0
15_Boyacá,572_Puerto Boyacá,Total municipal,Apartamento,2544.0,16.0,1433.0,0.0,1069.0,8.0,18.0
15_Boyacá,572_Puerto Boyacá,Total municipal,Tipo cuarto,1052.0,6.0,317.0,0.0,642.0,16.0,71.0
15_Boyacá,572_Puerto Boyacá,Total municipal,Vivienda tradicional indígena,20.0,0.0,0.0,0.0,1.0,2.0,17.0
15_Boyacá,572_Puerto Boyacá,Total municipal,Vivienda tradicional étnica,29.0,0.0,1.0,0.0,6.0,0.0,22.0
15_Boyacá,572_Puerto Boyacá,Total municipal,Otro tipo de vivienda (1),19.0,0.0,3.0,2.0,1.0,1.0,12.0
15_Boyacá,572_Puerto Boyacá,Cabecera,Total,10615.0,73.0,5495.0,4.0,4610.0,121.0,312.0
15_Boyacá,572_Puerto Boyacá,Cabecera,Casa,7516.0,51.0,3828.0,4.0,3272.0,105.0,256.0
15_Boyacá,572_Puerto Boyacá,Cabecera,Apartamento,2349.0,16.0,1399.0,0.0,914.0,7.0,13.0
15_Boyacá,572_Puerto Boyacá,Cabecera,Tipo cuarto,742.0,6.0,266.0,0.0,421.0,9.0,40.0
15_Boyacá,572_Puerto Boyacá,Cabecera,Vivienda tradicional indígena,2.0,0.0,0.0,0.0,1.0,0.0,1.0
15_Boyacá,572_Puerto Boyacá,Cabecera,Vivienda tradicional étnica,4.0,0.0,1.0,0.0,2.0,0.0,1.0
15_Boyacá,572_Puerto Boyacá,Cabecera,Otro tipo de vivienda (1),2.0,0.0,1.0,0.0,0.0,0.0,1.0
15_Boyacá,572_Puerto Boyacá,Centro poblado,Total,2268.0,2.0,404.0,0.0,1725.0,34.0,103.0
15_Boyacá,572_Puerto Boyacá,Centro poblado,Casa,2008.0,2.0,362.0,0.0,1526.0,30.0,88.0
15_Boyacá,572_Puerto Boyacá,Centro poblado,Apartamento,153.0,0.0,25.0,0.0,123.0,0.0,5.0
15_Boyacá,572_Puerto Boyacá,Centro poblado,Tipo cuarto,105.0,0.0,17.0,0.0,75.0,4.0,9.0
15_Boyacá,572_Puerto Boyacá,Centro poblado,Otro tipo de vivienda (1),2.0,0.0,0.0,0.0,1.0,0.0,1.0
15_Boyacá,572_Puerto Boyacá,Rural disperso,Total,1872.0,3.0,261.0,3.0,1264.0,33.0,308.0
15_Boyacá,572_Puerto Boyacá,Rural disperso,Casa,1567.0,3.0,216.0,1.0,1082.0,26.0,239.0
15_Boyacá,572_Puerto Boyacá,Rural disperso,Apartamento,42.0,0.0,9.0,0.0,32.0,1.0,0.0
15_Boyacá,572_Puerto Boyacá,Rural disperso,Tipo cuarto,205.0,0.0,34.0,0.0,146.0,3.0,22.0
15_Boyacá,572_Puerto Boyacá,Rural disperso,Vivienda tradicional indígena,18.0,0.0,0.0,0.0,0.0,2.0,16.0
15_Boyacá,572_Puerto Boyacá,Rural disperso,Vivienda tradicional étnica,25.0,0.0,0.0,0.0,4.0,0.0,21.0
15_Boyacá,572_Puerto Boyacá,Rural disperso,Otro tipo de vivienda (1),15.0,0.0,2.0,2.0,0.0,1.0,10.0
15_Boyacá,580_Quípama,Total municipal,Total,1654.0,18.0,186.0,2.0,660.0,253.0,535.0
15_Boyacá,580_Quípama,Total municipal,Casa,1585.0,17.0,166.0,2.0,625.0,249.0,526.0
15_Boyacá,580_Quípama,Total municipal,Apartamento,23.0,0.0,4.0,0.0,15.0,0.0,4.0
15_Boyacá,580_Quípama,Total municipal,Tipo cuarto,41.0,1.0,16.0,0.0,18.0,3.0,3.0
15_Boyacá,580_Quípama,Total municipal,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,1.0
15_Boyacá,580_Quípama,Total municipal,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,0.0,1.0,0.0
15_Boyacá,580_Quípama,Total municipal,Otro tipo de vivienda (1),3.0,0.0,0.0,0.0,2.0,0.0,1.0
15_Boyacá,580_Quípama,Cabecera,Total,423.0,15.0,145.0,0.0,191.0,43.0,29.0
15_Boyacá,580_Quípama,Cabecera,Casa,374.0,14.0,130.0,0.0,161.0,42.0,27.0
15_Boyacá,580_Quípama,Cabecera,Apartamento,20.0,0.0,3.0,0.0,15.0,0.0,2.0
15_Boyacá,580_Quípama,Cabecera,Tipo cuarto,28.0,1.0,12.0,0.0,14.0,1.0,0.0
15_Boyacá,580_Quípama,Cabecera,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,1.0,0.0,0.0
15_Boyacá,580_Quípama,Centro poblado,Total,163.0,0.0,5.0,0.0,97.0,18.0,43.0
15_Boyacá,580_Quípama,Centro poblado,Casa,156.0,0.0,5.0,0.0,95.0,16.0,40.0
15_Boyacá,580_Quípama,Centro poblado,Tipo cuarto,6.0,0.0,0.0,0.0,1.0,2.0,3.0
15_Boyacá,580_Quípama,Centro poblado,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,1.0,0.0,0.0
15_Boyacá,580_Quípama,Rural disperso,Total,1068.0,3.0,36.0,2.0,372.0,192.0,463.0
15_Boyacá,580_Quípama,Rural disperso,Casa,1055.0,3.0,31.0,2.0,369.0,191.0,459.0
15_Boyacá,580_Quípama,Rural disperso,Apartamento,3.0,0.0,1.0,0.0,0.0,0.0,2.0
15_Boyacá,580_Quípama,Rural disperso,Tipo cuarto,7.0,0.0,4.0,0.0,3.0,0.0,0.0
15_Boyacá,580_Quípama,Rural disperso,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,1.0
15_Boyacá,580_Quípama,Rural disperso,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,0.0,1.0,0.0
15_Boyacá,580_Quípama,Rural disperso,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0
15_Boyacá,599_Ramiriquí,Total municipal,Total,2704.0,18.0,1270.0,0.0,1208.0,63.0,145.0
15_Boyacá,599_Ramiriquí,Total municipal,Casa,2465.0,17.0,1081.0,0.0,1169.0,58.0,140.0
15_Boyacá,599_Ramiriquí,Total municipal,Apartamento,195.0,1.0,167.0,0.0,24.0,3.0,0.0
15_Boyacá,599_Ramiriquí,Total municipal,Tipo cuarto,41.0,0.0,22.0,0.0,15.0,2.0,2.0
15_Boyacá,599_Ramiriquí,Total municipal,Otro tipo de vivienda (1),3.0,0.0,0.0,0.0,0.0,0.0,3.0
15_Boyacá,599_Ramiriquí,Cabecera,Total,1233.0,17.0,895.0,0.0,277.0,39.0,5.0
15_Boyacá,599_Ramiriquí,Cabecera,Casa,1030.0,16.0,731.0,0.0,244.0,34.0,5.0
15_Boyacá,599_Ramiriquí,Cabecera,Apartamento,169.0,1.0,142.0,0.0,23.0,3.0,0.0
15_Boyacá,599_Ramiriquí,Cabecera,Tipo cuarto,34.0,0.0,22.0,0.0,10.0,2.0,0.0
15_Boyacá,599_Ramiriquí,Centro poblado,Total,44.0,0.0,29.0,0.0,14.0,0.0,1.0
15_Boyacá,599_Ramiriquí,Centro poblado,Casa,20.0,0.0,5.0,0.0,14.0,0.0,1.0
15_Boyacá,599_Ramiriquí,Centro poblado,Apartamento,24.0,0.0,24.0,0.0,0.0,0.0,0.0
15_Boyacá,599_Ramiriquí,Rural disperso,Total,1427.0,1.0,346.0,0.0,917.0,24.0,139.0
15_Boyacá,599_Ramiriquí,Rural disperso,Casa,1415.0,1.0,345.0,0.0,911.0,24.0,134.0
15_Boyacá,599_Ramiriquí,Rural disperso,Apartamento,2.0,0.0,1.0,0.0,1.0,0.0,0.0
15_Boyacá,599_Ramiriquí,Rural disperso,Tipo cuarto,7.0,0.0,0.0,0.0,5.0,0.0,2.0
15_Boyacá,599_Ramiriquí,Rural disperso,Otro tipo de vivienda (1),3.0,0.0,0.0,0.0,0.0,0.0,3.0
15_Boyacá,600_Ráquira,Total municipal,Total,2453.0,16.0,898.0,6.0,1232.0,52.0,249.0
15_Boyacá,600_Ráquira,Total municipal,Casa,2009.0,12.0,614.0,4.0,1098.0,43.0,238.0
15_Boyacá,600_Ráquira,Total municipal,Apartamento,235.0,4.0,184.0,0.0,45.0,2.0,0.0
15_Boyacá,600_Ráquira,Total municipal,Tipo cuarto,207.0,0.0,99.0,2.0,89.0,7.0,10.0
15_Boyacá,600_Ráquira,Total municipal,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,1.0
15_Boyacá,600_Ráquira,Total municipal,Otro tipo de vivienda (1),1.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,600_Ráquira,Cabecera,Total,795.0,9.0,459.0,2.0,298.0,12.0,15.0
15_Boyacá,600_Ráquira,Cabecera,Casa,391.0,5.0,182.0,0.0,192.0,3.0,9.0
15_Boyacá,600_Ráquira,Cabecera,Apartamento,231.0,4.0,183.0,0.0,42.0,2.0,0.0
15_Boyacá,600_Ráquira,Cabecera,Tipo cuarto,172.0,0.0,93.0,2.0,64.0,7.0,6.0
15_Boyacá,600_Ráquira,Cabecera,Otro tipo de vivienda (1),1.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,600_Ráquira,Centro poblado,Total,20.0,0.0,7.0,0.0,12.0,0.0,1.0
15_Boyacá,600_Ráquira,Centro poblado,Casa,19.0,0.0,6.0,0.0,12.0,0.0,1.0
15_Boyacá,600_Ráquira,Centro poblado,Apartamento,1.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,600_Ráquira,Rural disperso,Total,1638.0,7.0,432.0,4.0,922.0,40.0,233.0
15_Boyacá,600_Ráquira,Rural disperso,Casa,1599.0,7.0,426.0,4.0,894.0,40.0,228.0
15_Boyacá,600_Ráquira,Rural disperso,Apartamento,3.0,0.0,0.0,0.0,3.0,0.0,0.0
15_Boyacá,600_Ráquira,Rural disperso,Tipo cuarto,35.0,0.0,6.0,0.0,25.0,0.0,4.0
15_Boyacá,600_Ráquira,Rural disperso,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,1.0
15_Boyacá,621_Rondón,Total municipal,Total,878.0,11.0,156.0,0.0,623.0,26.0,62.0
15_Boyacá,621_Rondón,Total municipal,Casa,759.0,5.0,125.0,0.0,545.0,25.0,59.0
15_Boyacá,621_Rondón,Total municipal,Apartamento,109.0,6.0,29.0,0.0,74.0,0.0,0.0
15_Boyacá,621_Rondón,Total municipal,Tipo cuarto,9.0,0.0,2.0,0.0,4.0,1.0,2.0
15_Boyacá,621_Rondón,Total municipal,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,0.0,0.0,1.0
15_Boyacá,621_Rondón,Cabecera,Total,234.0,8.0,84.0,0.0,135.0,5.0,2.0
15_Boyacá,621_Rondón,Cabecera,Casa,122.0,2.0,56.0,0.0,59.0,4.0,1.0
15_Boyacá,621_Rondón,Cabecera,Apartamento,108.0,6.0,28.0,0.0,74.0,0.0,0.0
15_Boyacá,621_Rondón,Cabecera,Tipo cuarto,3.0,0.0,0.0,0.0,2.0,1.0,0.0
15_Boyacá,621_Rondón,Cabecera,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,0.0,0.0,1.0
15_Boyacá,621_Rondón,Centro poblado,Total,24.0,0.0,13.0,0.0,9.0,2.0,0.0
15_Boyacá,621_Rondón,Centro poblado,Casa,23.0,0.0,13.0,0.0,8.0,2.0,0.0
15_Boyacá,621_Rondón,Centro poblado,Tipo cuarto,1.0,0.0,0.0,0.0,1.0,0.0,0.0
15_Boyacá,621_Rondón,Rural disperso,Total,620.0,3.0,59.0,0.0,479.0,19.0,60.0
15_Boyacá,621_Rondón,Rural disperso,Casa,614.0,3.0,56.0,0.0,478.0,19.0,58.0
15_Boyacá,621_Rondón,Rural disperso,Apartamento,1.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,621_Rondón,Rural disperso,Tipo cuarto,5.0,0.0,2.0,0.0,1.0,0.0,2.0
15_Boyacá,632_Saboyá,Total municipal,Total,3329.0,18.0,726.0,2.0,1806.0,413.0,364.0
15_Boyacá,632_Saboyá,Total municipal,Casa,3287.0,17.0,705.0,2.0,1798.0,412.0,353.0
15_Boyacá,632_Saboyá,Total municipal,Apartamento,20.0,0.0,18.0,0.0,1.0,1.0,0.0
15_Boyacá,632_Saboyá,Total municipal,Tipo cuarto,19.0,0.0,3.0,0.0,7.0,0.0,9.0
15_Boyacá,632_Saboyá,Total municipal,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,1.0
15_Boyacá,632_Saboyá,Total municipal,Vivienda tradicional étnica,1.0,1.0,0.0,0.0,0.0,0.0,0.0
15_Boyacá,632_Saboyá,Total municipal,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0
15_Boyacá,632_Saboyá,Cabecera,Total,289.0,4.0,165.0,1.0,98.0,18.0,3.0
15_Boyacá,632_Saboyá,Cabecera,Casa,269.0,4.0,150.0,1.0,94.0,17.0,3.0
15_Boyacá,632_Saboyá,Cabecera,Apartamento,16.0,0.0,14.0,0.0,1.0,1.0,0.0
15_Boyacá,632_Saboyá,Cabecera,Tipo cuarto,4.0,0.0,1.0,0.0,3.0,0.0,0.0
15_Boyacá,632_Saboyá,Centro poblado,Total,29.0,0.0,16.0,0.0,10.0,3.0,0.0
15_Boyacá,632_Saboyá,Centro poblado,Casa,28.0,0.0,15.0,0.0,10.0,3.0,0.0
15_Boyacá,632_Saboyá,Centro poblado,Apartamento,1.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,632_Saboyá,Rural disperso,Total,3011.0,14.0,545.0,1.0,1698.0,392.0,361.0
15_Boyacá,632_Saboyá,Rural disperso,Casa,2990.0,13.0,540.0,1.0,1694.0,392.0,350.0
15_Boyacá,632_Saboyá,Rural disperso,Apartamento,3.0,0.0,3.0,0.0,0.0,0.0,0.0
15_Boyacá,632_Saboyá,Rural disperso,Tipo cuarto,15.0,0.0,2.0,0.0,4.0,0.0,9.0
15_Boyacá,632_Saboyá,Rural disperso,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,1.0
15_Boyacá,632_Saboyá,Rural disperso,Vivienda tradicional étnica,1.0,1.0,0.0,0.0,0.0,0.0,0.0
15_Boyacá,632_Saboyá,Rural disperso,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0
15_Boyacá,638_Sáchica,Total municipal,Total,1451.0,12.0,861.0,0.0,423.0,6.0,149.0
15_Boyacá,638_Sáchica,Total municipal,Casa,1194.0,8.0,656.0,0.0,382.0,5.0,143.0
15_Boyacá,638_Sáchica,Total municipal,Apartamento,145.0,3.0,128.0,0.0,13.0,0.0,1.0
15_Boyacá,638_Sáchica,Total municipal,Tipo cuarto,104.0,1.0,77.0,0.0,24.0,1.0,1.0
15_Boyacá,638_Sáchica,Total municipal,Otro tipo de vivienda (1),8.0,0.0,0.0,0.0,4.0,0.0,4.0
15_Boyacá,638_Sáchica,Cabecera,Total,760.0,10.0,615.0,0.0,126.0,3.0,6.0
15_Boyacá,638_Sáchica,Cabecera,Casa,512.0,6.0,410.0,0.0,88.0,2.0,6.0
15_Boyacá,638_Sáchica,Cabecera,Apartamento,144.0,3.0,128.0,0.0,13.0,0.0,0.0
15_Boyacá,638_Sáchica,Cabecera,Tipo cuarto,101.0,1.0,77.0,0.0,22.0,1.0,0.0
15_Boyacá,638_Sáchica,Cabecera,Otro tipo de vivienda (1),3.0,0.0,0.0,0.0,3.0,0.0,0.0
15_Boyacá,638_Sáchica,Rural disperso,Total,691.0,2.0,246.0,0.0,297.0,3.0,143.0
15_Boyacá,638_Sáchica,Rural disperso,Casa,682.0,2.0,246.0,0.0,294.0,3.0,137.0
15_Boyacá,638_Sáchica,Rural disperso,Apartamento,1.0,0.0,0.0,0.0,0.0,0.0,1.0
15_Boyacá,638_Sáchica,Rural disperso,Tipo cuarto,3.0,0.0,0.0,0.0,2.0,0.0,1.0
15_Boyacá,638_Sáchica,Rural disperso,Otro tipo de vivienda (1),5.0,0.0,0.0,0.0,1.0,0.0,4.0
15_Boyacá,646_Samacá,Total municipal,Total,4869.0,76.0,3437.0,2.0,1245.0,41.0,68.0
15_Boyacá,646_Samacá,Total municipal,Casa,3913.0,59.0,2582.0,1.0,1174.0,31.0,66.0
15_Boyacá,646_Samacá,Total municipal,Apartamento,868.0,17.0,792.0,1.0,52.0,6.0,0.0
15_Boyacá,646_Samacá,Total municipal,Tipo cuarto,85.0,0.0,62.0,0.0,19.0,4.0,0.0
15_Boyacá,646_Samacá,Total municipal,Otro tipo de vivienda (1),3.0,0.0,1.0,0.0,0.0,0.0,2.0
15_Boyacá,646_Samacá,Cabecera,Total,2002.0,41.0,1713.0,1.0,223.0,18.0,6.0
15_Boyacá,646_Samacá,Cabecera,Casa,1085.0,25.0,886.0,0.0,161.0,9.0,4.0
15_Boyacá,646_Samacá,Cabecera,Apartamento,841.0,16.0,772.0,1.0,46.0,6.0,0.0
15_Boyacá,646_Samacá,Cabecera,Tipo cuarto,74.0,0.0,55.0,0.0,16.0,3.0,0.0
15_Boyacá,646_Samacá,Cabecera,Otro tipo de vivienda (1),2.0,0.0,0.0,0.0,0.0,0.0,2.0
15_Boyacá,646_Samacá,Centro poblado,Total,98.0,2.0,82.0,0.0,13.0,1.0,0.0
15_Boyacá,646_Samacá,Centro poblado,Casa,86.0,2.0,70.0,0.0,13.0,1.0,0.0
15_Boyacá,646_Samacá,Centro poblado,Apartamento,10.0,0.0,10.0,0.0,0.0,0.0,0.0
15_Boyacá,646_Samacá,Centro poblado,Tipo cuarto,2.0,0.0,2.0,0.0,0.0,0.0,0.0
15_Boyacá,646_Samacá,Rural disperso,Total,2769.0,33.0,1642.0,1.0,1009.0,22.0,62.0
15_Boyacá,646_Samacá,Rural disperso,Casa,2742.0,32.0,1626.0,1.0,1000.0,21.0,62.0
15_Boyacá,646_Samacá,Rural disperso,Apartamento,17.0,1.0,10.0,0.0,6.0,0.0,0.0
15_Boyacá,646_Samacá,Rural disperso,Tipo cuarto,9.0,0.0,5.0,0.0,3.0,1.0,0.0
15_Boyacá,646_Samacá,Rural disperso,Otro tipo de vivienda (1),1.0,0.0,1.0,0.0,0.0,0.0,0.0
15_Boyacá,660_San Eduardo,Total municipal,Total,581.0,0.0,89.0,0.0,350.0,107.0,35.0
15_Boyacá,660_San Eduardo,Total municipal,Casa,569.0,0.0,79.0,0.0,349.0,107.0,34.0
15_Boyacá,660_San Eduardo,Total municipal,Apartamento,9.0,0.0,8.0,0.0,1.0,0.0,0.0
15_Boyacá,660_San Eduardo,Total municipal,Tipo cuarto,2.0,0.0,2.0,0.0,0.0,0.0,0.0
15_Boyacá,660_San Eduardo,Total municipal,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,0.0,0.0,1.0
15_Boyacá,660_San Eduardo,Cabecera,Total,252.0,0.0,79.0,0.0,159.0,9.0,5.0
15_Boyacá,660_San Eduardo,Cabecera,Casa,241.0,0.0,69.0,0.0,158.0,9.0,5.0
15_Boyacá,660_San Eduardo,Cabecera,Apartamento,9.0,0.0,8.0,0.0,1.0,0.0,0.0
15_Boyacá,660_San Eduardo,Cabecera,Tipo cuarto,2.0,0.0,2.0,0.0,0.0,0.0,0.0
15_Boyacá,660_San Eduardo,Rural disperso,Total,329.0,0.0,10.0,0.0,191.0,98.0,30.0
15_Boyacá,660_San Eduardo,Rural disperso,Casa,328.0,0.0,10.0,0.0,191.0,98.0,29.0
15_Boyacá,660_San Eduardo,Rural disperso,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,0.0,0.0,1.0
15_Boyacá,664_San José De Pare,Total municipal,Total,1638.0,6.0,579.0,0.0,853.0,34.0,166.0
15_Boyacá,664_San José De Pare,Total municipal,Casa,1567.0,6.0,543.0,0.0,826.0,32.0,160.0
15_Boyacá,664_San José De Pare,Total municipal,Apartamento,29.0,0.0,24.0,0.0,3.0,2.0,0.0
